miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-miR-376b-3p	0	0.677709	1.508106	1.347872	0.328767	0.384726	0.400052	0.267633	0	0.832756	1.06074	0.751411	1.905552	0	0	0	0.870065	0.288597	0	0.288301	0.870316	1.515521	0	0.38616	2.14847	0.362705	0	2.037396	1.418036	0	0	1.580622	0	0.909391	0	0.459978	0	1.889766	1.83343	0.716475	0	0	1.141108	0.982491	0	0	1.470557	0	1.587861	0	1.264572	0.362618	0	1.065765	0.497045	0.190287	1.153739	1.292287	1.318514	0.699013	0.670518	0	0.248749	0.556692	0.864941	0	0.299159	0.182812	0	0.404991	0	0.754092	0	0	0.492102	0.603782	0.69828	1.374303	0	0.165749	0.438619	0.615825	0.976603	0	0.511164	0.245766	0	2.286785	0.331064	1.627019	0.396737	0.570728	5.934659	1.297949	1.861915	0.801536	0.332179	0.836481	0.853176	0.75805	1.477172	0	1.555563	0.710877	0.884962	3.292301	1.343284	2.971961	1.539019	0	0	1.755555	2.097492	1.013263	1.434297	0.747928	0	1.360944	0	2.036964	4.844171	1.23195	0	0.712422	0.275578	1.889938	0	0.535377	1.958199	0.733484	3.370912	0	0.282079	0.28022	0.509223	1.231216	0.768369	1.414948	3.576099	0.625698	0.906496	3.959088	0.723689	1.692065	2.896316	0.734104	1.013913	1.350707	1.703985	0.910582	1.024254	1.387761	4.378438	0.83005	0.745753	1.901269	5.308263	0.810078	0.514186	0.759392	1.114404	0.232097	0.531063	0	0.941754	0.814667	0.974787	1.175957	1.5167	0.58716	0.25244	3.125963
hsa-miR-376c-3p	1.824204	3.38855	6.03242	4.582762	2.958899	2.821317	3.200419	2.676328	3.130216	7.911184	3.977776	4.257996	2.381939	0.582617	4.808507	0.565712	1.305098	3.751761	1.68419	2.883011	3.191158	7.072433	2.132271	4.054671	4.29694	4.352462	0	4.753922	1.890715	2.361668	0	2.370933	0.616668	2.728173	3.580229	3.986475	5.474467	4.251971	6.722577	4.657084	9.662875	4.329382	1.426385	2.947474	1.23133	0.878758	6.24987	5.719457	4.604798	0.473589	3.793714	5.25797	0.646341	4.049909	2.485226	2.664016	8.02373	1.550744	3.516037	0.699013	5.028884	4.745556	1.492494	3.618497	3.286775	4.603991	3.589908	2.285158	2.793715	0.809982	3.48502	6.409787	7.47112	2.378965	3.444715	5.132154	5.702618	2.748607	2.111506	2.983475	1.608271	7.882559	10.254327	4.072897	2.811405	0.737298	18.064547	0.457357	7.283412	15.217408	1.190211	10.273109	37.091615	7.138721	14.150555	6.412286	6.311397	10.595424	8.105173	7.201476	16.248898	3.207817	9.851891	9.004446	5.309777	35.018113	8.731348	17.831775	14.950466	12.039002	4.681213	2.808888	5.393552	3.039787	1.912398	5.734115	3.775519	3.629183	1.317435	6.789876	26.34018	7.802347	9.571742	7.361701	7.440615	12.048358	4.207368	4.818393	11.7492	2.933937	6.404733	1.094032	4.231186	6.725285	1.527668	4.309257	5.378583	1.414948	19.923982	7.195531	4.985729	13.960994	15.599502	13.735589	8.688945	3.303466	11.491013	9.454951	6.085658	19.122209	6.486943	12.142915	22.621927	9.54558	9.694791	11.154115	26.54132	2.61025	5.141864	0.759392	7.800837	2.78516	5.310643	3.082962	8.287433	7.657867	9.747863	5.039817	8.79686	5.284441	11.107359	12.652713
hsa-miR-377-3p	0.364841	0.225903	1.723548	0.673935	0.876711	0.384725	0.800104	1.07053	0.481572	0.416378	0.265185	0.751411	2.38194	0	0.480851	3.394272	0	1.154388	1.122794	1.441506	0.580211	5.051738	1.827661	2.510034	2.14847	1.813526	1.476282	1.584641	1.890715	2.361668	0.853246	2.370933	0.308334	0.909391	0	0.613304	0.995358	0.944882	1.83343	0.716475	2.070615	0.541173	3.138047	3.43872	0.410443	0.878758	2.205836	0	1.429075	0	1.896857	0.362618	0.64634	1.065765	0.497045	0.570861	1.730609	1.292287	0.87901	0	1.005777	1.054568	1.243745	1.113384	1.210917	1.315426	0.897477	1.645315	0.199551	0	0.435628	1.885231	0	0.475793	1.476307	1.509457	0.5819	0.458101	0.844602	0.994491	1.16965	1.72431	2.441506	0	0.255582	0.491532	2.202994	0.914714	1.158724	4.211107	0.793474	1.712185	6.824858	0.973462	4.840979	10.419964	1.328716	1.672962	1.279764	1.137075	2.215758	1.069272	2.592604	2.369591	1.769925	3.890901	0.671642	3.782496	3.078038	0	0	1.404444	0.898925	0	0	2.243784	0	0.907296	0	3.394939	3.330367	0.41065	1.367391	1.899794	0.551156	1.181212	0	2.676885	2.610932	0.977979	2.359638	0.547016	1.128316	0.28022	0	0	0	2.829898	2.554357	1.251396	1.359744	3.542342	3.77926	4.976665	2.068796	0.367052	0.675942	2.026061	2.434264	2.731744	1.365672	2.081642	5.108178	1.245075	0.372876	2.788528	10.085701	1.440139	0	0.759392	2.22881	0.464194	0.354043	0.948604	0.659228	0.651733	0.649857	1.007964	3.64008	0.88074	0.50488	3.423675
hsa-miR-377-5p	1.094522	1.807227	3.66254	1.752232	1.863011	2.436592	0.800104	1.605797	0.722358	1.665512	2.386666	0.50094	1.429164	0	2.404253	3.394272	0.435033	1.442985	0.561397	1.153205	2.610948	3.536217	0.913831	0.57924	3.222705	2.538936	0.492094	2.263773	1.890715	0	1.706492	1.580622	0.308334	0.909391	1.534384	2.606542	0.995358	3.77953	3.055717	1.791186	1.38041	2.705863	0.855831	0.491246	1.23133	3.515032	2.205835	0.635495	3.175722	0.473589	1.896858	1.087856	0.32317	2.131531	1.491135	0.761148	2.464805	0.258457	3.076532	0	1.005777	2.63642	0.497498	4.175189	0.691952	0	1.196636	1.096875	0.399102	0.809982	0.871256	2.639324	2.334725	1.427379	0.984205	1.811348	2.21122	0.229051	0.844603	2.154732	0.584824	2.093805	3.906409	2.03645	0.511164	0	5.727783	2.286785	4.469367	8.230801	11.902103	2.853641	10.08892	0.648974	5.585745	0.801536	1.993073	2.78827	7.251996	2.653175	6.277983	1.603908	2.592603	5.923978	4.867296	11.672704	3.35821	7.564996	4.397196	3.283364	0.668745	6.671112	8.989251	2.364279	3.346695	2.493093	3.775518	3.629183	0.658718	6.789876	12.413188	5.338449	8.204352	6.174329	2.755783	3.779876	2.677416	3.212262	7.180067	2.444947	4.382185	3.282097	2.538711	5.604404	5.092227	13.543378	2.305107	4.244847	4.597841	3.754191	2.719489	5.626072	7.96057	7.564528	8.275186	0.367052	4.055652	3.376768	5.111954	6.37407	6.145526	10.755153	11.675833	2.075126	1.864382	3.929292	21.233055	1.080104	1.028372	1.139088	4.457621	1.856773	7.080859	2.134358	2.448561	3.4216	1.624644	2.183921	3.94342	2.34864	2.27196	12.057293
hsa-miR-378a-3p	130.612983	105.49686	158.781867	83.837595	103.89023	412.425077	57.207483	95.009614	73.680452	356.836076	63.644423	145.272823	25.248555	112.445045	286.106111	351.307134	167.922606	96.102814	170.103162	90.526569	111.110338	181.862546	149.563661	49.428369	83.790331	101.920161	75.29031	131.072429	109.661458	116.902577	186.860865	224.448264	70.300157	97.304838	238.340983	82.182712	83.112364	208.819062	71.503786	96.00759	300.239362	443.761606	201.120226	58.458217	90.297567	156.418888	165.07013	48.297635	68.436836	52.568342	76.506548	58.018986	137.024284	168.177852	138.178529	78.588453	179.249054	137.499356	66.804702	256.537871	73.086451	99.656685	262.430239	328.16974	48.090721	115.099775	370.957165	207.583782	263.80654	376.641581	43.998382	116.88436	191.91438	61.853099	125.486074	80.303122	55.978752	91.849281	99.240828	33.48122	25.00129	68.972381	303.235094	58.649712	188.278962	447.539894	540.17401	2361.791302	193.341503	451.354063	554.637992	231.715717	239.46346	1331.371698	183.584834	751.038991	255.113311	123.241509	191.11144	690.583654	226.007395	1315.204891	226.074945	207.813159	211.506109	248.119797	209.552364	313.406954	143.128701	407.137158	744.312829	466.62671	416.501989	505.618034	1434.298376	354.517897	611.633991	756.684615	162.703272	1072.800369	788.086005	606.940392	281.956223	526.955345	227.9033	601.945409	1088.943381	734.537111	438.636857	247.673144	362.373068	854.98652	381.93509	535.500816	351.872768	318.885011	381.879399	243.371143	294.261892	244.648088	382.994674	834.950829	235.118238	192.397788	187.019211	442.664488	2529.374747	430.875543	433.055552	1777.910115	806.429585	117.265873	418.870481	126.997723	911.310371	93.542464	456.510718	577.045161	343.476517	522.461476	876.851167	563.994717	528.409114	430.90313	324.057527	833.730076	366.844534	1050.129708	1086.563829	842.574745	18777.49387	652.731311
hsa-miR-378a-5p	36.119232	23.719852	81.222204	51.353896	47.780739	59.88884	33.604395	29.974865	24.800937	161.138343	33.148137	23.794685	8.574982	67.000934	138.484975	186.684951	63.949801	32.900062	97.683005	28.253514	34.522532	47.486333	50.56531	14.287888	34.37552	37.358636	16.239087	48.444733	44.431799	20.07418	57.16748	52.160513	13.566697	22.734775	51.657595	21.925612	25.879299	56.692958	18.945446	25.434846	105.601431	163.434152	91.573891	25.544768	30.372817	29.877766	37.866866	10.803418	34.932954	12.786894	29.717419	22.301047	43.628014	82.06397	110.592528	33.680766	116.16052	60.995955	24.172754	71.299354	26.485458	40.600872	72.634719	112.451719	21.623525	86.160403	219.283549	85.373515	125.717187	275.798835	38.77085	55.802856	110.665957	27.595998	69.386418	30.491033	26.069108	30.005626	84.882581	14.254381	27.194384	46.186863	125.981728	16.291588	23.854348	108.382808	223.824142	1048.262137	109.91332	148.632924	215.824799	116.428587	83.381948	496.141194	84.530948	236.453043	152.802245	37.083984	96.835484	306.631269	89.368937	694.492338	98.518899	105.683771	83.186502	92.184436	68.507502	117.527607	60.241574	210.135308	277.529043	213.826686	142.030174	148.9496	610.533008	138.615997	133.761226	270.827768	59.943311	620.594644	237.969881	202.450348	91.88874	170.031557	65.863226	191.35627	365.276055	262.870062	345.295979	96.086423	190.119451	453.476534	164.734189	216.329999	117.630407	238.855952	285.064904	111.780933	138.446134	117.005606	250.646218	599.697649	122.303297	179.657531	77.78675	125.164668	590.097316	145.876361	167.23393	651.065677	384.436795	75.979958	351.734447	85.910225	618.229378	97.345005	289.831222	235.012466	206.188746	329.955688	420.687966	388.993888	434.764751	323.948089	332.439138	554.462271	318.430155	584.618684	631.553851	453.874757	2721.555193	133.374513
hsa-miR-378b	0	0	0	0	0	0.256484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123165	0	0	0	0	0	0	0	0.095707	0	0	0	0.324487	0	0	0	0	0	0	0	0	0	0.236959	0	0	0	0	0	0	0	0	0	0	0.478099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208373	0.16082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094175	0	0.324929	0.167994	0	0	1.76708	0
hsa-miR-378c	2.553885	2.936743	2.154436	2.83053	6.68492	8.720431	1.600209	2.676327	1.926287	10.409454	3.712591	2.504704	2.38194	12.234952	4.327656	9.051392	1.740131	3.751761	5.052569	2.306409	2.320842	4.04139	7.919869	2.316955	2.14847	0.72541	2.952562	3.622037	4.254109	2.361668	8.53246	2.370933	0.925002	4.546955	8.183381	1.839911	7.465182	4.724413	3.66686	4.657084	19.325752	10.823454	9.414138	1.473737	4.514878	4.393789	5.146952	0	2.06422	1.894355	1.896858	3.082259	4.524386	3.623604	1.98818	2.283442	7.971287	7.495265	1.758019	13.980266	4.358367	3.163704	7.462471	6.6803	2.248847	7.234843	13.162996	8.135164	13.769026	4.454901	1.742511	3.770463	3.268615	2.854758	8.857841	1.811349	1.512939	2.519557	1.266904	1.823236	1.169651	3.202289	5.859615	1.221869	2.981793	14.500194	16.302152	36.131199	5.131495	10.144939	5.951052	12.556024	10.088919	39.58746	12.661023	17.633786	8.30447	4.461231	8.105173	21.604428	12.92526	34.751349	9.851891	7.345732	7.522184	6.584602	9.40299	9.186066	14.950464	10.944547	9.362426	7.373334	8.68961	7.768346	22.470674	7.728589	9.708476	17.692266	2.634871	12.900764	16.046315	16.015343	10.392178	16.148249	6.889458	16.773203	18.359425	14.455177	8.485534	9.046304	8.764372	15.316457	16.642666	11.769248	6.619893	4.924865	8.452059	6.367269	4.08697	7.508381	15.863685	25.004766	14.393354	5.474329	3.310075	9.910398	46.977965	14.857777	9.737056	50.537266	24.582105	4.510225	30.64906	7.055428	16.40657	7.478327	17.517272	16.83161	10.283728	13.669051	15.601673	18.567728	18.05619	18.734919	12.05445	26.069339	9.747861	29.734916	19.110419	24.660724	176.203091	10.271028
hsa-miR-379-3p	0	1.129516	1.508105	0.404361	0.767122	0.897692	0.400052	1.07053	0.481572	0	0.795555	0.25047	0.476388	0	1.442552	1.697136	0	0	0	0.288301	0.870316	0.505174	0	0.38616	1.074235	0.362705	0	0.679131	0.472679	0	0	0.790311	0	0	0.511461	0.613304	0.995358	0.944883	3.66686	1.791187	0.690205	0.541173	0.570554	1.473737	0.820887	0	1.102918	0	0.158786	0	0	0.181309	0	0.213153	0.497046	0.380574	0.78664	0.258457	1.318514	0	0.670518	0	0	1.670076	0.518965	0.657713	0	0.365625	0.199551	0	0.435628	0.754093	0.466945	0.475793	0	0.301891	0.69828	0.229051	0	0.828743	0.292412	0.369495	0.488301	0.40729	0.851941	0	1.321796	0	0.662128	2.009846	1.586947	2.282913	6.231391	0	0.744766	0	0.996536	0.557654	1.706352	0.379025	1.477172	1.069272	1.037041	1.421755	1.327444	2.095101	0	1.891248	0.879439	0	0	0.351111	2.097492	0.675508	0	0.997237	2.157439	0	0.658718	3.394938	4.54141	0.41065	1.093914	1.187371	0.275578	2.834907	1.91244	3.212262	3.263667	0	0.674182	0	1.974553	1.120881	0.509223	0.615608	1.536738	0.707474	2.554357	0.938548	0	3.542342	2.492704	1.692065	0.413759	0.367052	0.675942	0.675354	0.486852	2.276453	0.341418	2.081643	3.648698	1.245075	0.372877	1.901269	7.431569	0.450043	0	0	1.671607	0	1.593193	0.474302	0.659227	0.9776	0.324929	1.175957	1.21336	0.58716	1.2622	4.465665
hsa-miR-379-5p	402.054493	460.165109	457.386568	677.170537	1322.846996	1137.503239	908.118783	946.61691	540.323314	812.770151	1387.978787	264.246255	575.000121	277.325602	880.91831	975.853152	302.347697	674.162685	303.715549	694.517521	872.346698	1232.623919	681.108646	736.984699	370.611079	463.537246	124.499665	1281.295239	559.651579	509.529921	133.959616	465.493056	98.975221	365.575185	261.868205	1226.147656	759.457889	1489.607471	565.918849	919.236841	1126.415265	965.993248	474.130235	871.960791	1127.077817	205.629323	1649.230748	369.222713	1756.651315	231.584859	668.958071	847.077186	269.201012	850.48115	743.082377	245.089411	1290.509276	334.185466	726.940621	81.085539	516.969301	418.663534	517.646754	1033.776433	603.901817	345.299325	512.459374	578.602086	158.842666	522.033331	471.784626	1127.368509	325.927587	604.732999	268.687828	644.236334	416.291053	366.022821	792.237424	1127.753561	817.586053	745.394372	1435.605757	898.073723	961.756198	215.29102	1330.167486	609.199462	1409.34038	2992.565482	749.435743	2037.500277	4456.334863	592.513946	2466.292818	2033.496179	1136.051466	1581.227586	1787.830467	1417.932736	1555.093365	729.243687	1752.080824	2209.643904	1387.621671	3169.887535	1012.164782	4044.840971	1733.374317	1076.94345	1045.247935	1514.342361	2323.721524	800.815203	725.276877	986.267789	1256.168929	867.374691	617.877203	1432.663785	3261.035097	1684.896096	1372.0411	2155.078755	1762.874744	1789.771745	1251.500786	1299.359744	1516.952466	1046.192876	1561.406559	550.298423	1463.990487	920.803603	2017.030439	1521.167686	899.760115	1318.024535	2391.899623	1720.670698	999.865383	1409.643712	2979.10246	1539.08278	2347.670368	597.927404	852.024818	1484.427024	1618.055228	1654.981632	1074.442805	1385.33323	2192.137498	1046.693659	1279.712438	1872.623809	4700.998749	1238.698408	838.123835	885.071007	1347.687367	1000.568407	1328.900241	838.091174	1094.223893	1002.366117	1378.672589	802.842725	1964.126408	734.537285	1362.166016	3053.621465
hsa-miR-380-3p	0	0.451807	0.646331	0.404361	0.219178	0	0.800105	0.267633	0	0	0	0.25047	0.476388	0	0	1.131424	0.435033	0.288597	0	0.576602	0.290105	0.505174	0	0.386159	0	0.362705	0	0.226377	0	0.590417	0	0.790311	0.308334	0	0.511461	0	0	0	0	0	0.690205	2.705864	0	0	0	0	0	0	0.158786	0	0.632286	0	0	0.213153	0.497045	0.190287	0.157328	0.258457	0	0	0.335259	0	0.248749	0	0.172988	1.315426	0	0.182813	0	0	0	0.377046	0	0	0	0	0.34914	0.229051	0	0.331497	0	0.369495	0.488301	0	0.085194	0	0	0	0	0.287121	0	0	1.483665	0	0.372383	0.801536	0	0	0.426588	0	0.738586	0.534636	0.518521	0.236959	0	0	0	0.270178	0.21986	1.094455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474948	0	0.472485	0	0	0	0.244495	0.337091	0	0.282079	0	0	0.615608	0	0	0	0.312849	0	0.208373	0.562869	0	0	0	0	0.675354	0	0	0.682836	0.693881	0.72974	0.415025	0.372876	0.253503	1.592479	0.090009	0	0	0.185734	0.232097	0.177021	0.237151	0.188351	0.325867	0	0.167994	0.30334	0.29358	0	0.297711
hsa-miR-380-5p	0.729681	0.225903	1.077218	0.539148	2.191777	0.512967	0.800105	0	1.203929	0.416378	0.795555	0.25047	0	0	0	0	0	0	0	0.864904	0.870316	0	0.30461	0.386159	0	0.72541	0.492094	1.131886	0	0	0	1.580622	0.308334	0	0	0.76663	0	1.889765	0	0	0.690205	0.541173	0.855831	0.982492	0.410443	0.878758	0.735279	0	0.952717	0.473589	0.632286	1.087856	0	0	0.248523	0	0.262214	0	1.318514	0	0	1.054568	0	1.670075	0	0	0.299159	0.457032	0	0	0.435628	0.377046	0	0	0.492102	0.301891	0.23276	0.229051	0.422301	0.331497	0.146206	0	1.953205	0	0.681552	0.245766	0.440599	0	0.662128	1.244191	0	0.570728	2.670596	0.324487	1.489532	0.801536	0	1.672962	0.426588	0	1.107879	0	0	0.236959	0.442481	0.5986	0	1.350892	0.659579	0	0.668745	0	0.599283	0.675508	0	0	0.53936	0	0	0	2.422085	0	0	0.949897	0.551156	0.472485	0	1.070754	0	0.488989	0.674182	1.094033	0	1.401101	0	0	0.768369	0.707474	0.510871	1.251396	0	0	1.769016	0.696733	0.827518	0.367052	0.337971	0.675354	0.730279	1.365872	0	0.34694	0.72974	1.6601	0.186438	0.253502	5.308264	0.090009	0	0	0.742937	0.464193	0.354043	0.237151	0.188351	0	0	0.167994	0.60668	0.29358	0.50488	1.93512
hsa-miR-381-3p	15.688152	14.006007	24.776004	17.791901	36.931443	50.783685	27.203559	29.171966	17.336576	39.139546	36.330357	11.271167	11.433308	10.487103	53.855268	39.599837	20.011502	31.457078	11.227932	24.793901	31.331374	37.88803	30.15642	15.639446	20.410465	20.311491	13.778619	44.596319	13.707682	14.17001	7.679214	18.177149	6.475014	18.18782	5.626074	28.365301	27.372335	34.960657	22.612307	30.450169	26.918012	48.164369	32.236292	24.562276	32.835479	5.272547	43.013819	13.980895	59.068452	6.630242	18.33628	23.751522	14.865842	40.925408	25.597822	13.510364	34.14018	22.744254	28.128295	9.087173	16.762947	23.727783	21.889916	28.112929	23.18042	8.550269	23.93272	37.933628	6.984289	19.034574	11.761944	37.327585	13.541404	12.846413	20.176192	21.736183	19.202691	24.050311	31.250304	18.232348	22.223368	16.996765	43.947115	24.43738	28.284441	13.762896	57.718431	42.534197	92.035853	88.816066	92.439665	73.05323	146.289326	19.144754	128.472145	266.911403	34.546594	51.025331	67.827498	39.03958	55.763262	28.335715	69.48175	67.296394	50.885361	149.350757	26.865687	146.977053	99.15675	53.628281	80.249361	54.422226	103.676035	31.748894	43.985151	69.557308	66.341253	21.321449	15.809225	54.997995	82.653661	60.77617	46.764804	95.702117	43.54138	38.271254	81.852435	55.143821	50.913206	65.035594	38.4284	23.521701	112.267478	36.428627	55.505256	36.320878	59.164414	37.496135	108.304724	87.91063	50.763791	53.135129	180.439579	61.511554	101.784791	22.023108	55.42724	47.274745	61.100024	65.561859	60.089588	46.490021	105.082492	28.636741	74.948194	79.092815	121.559248	81.727812	53.475385	21.642664	77.636896	36.903359	40.537919	34.624027	62.720813	29.816807	61.086601	35.614702	65.521437	30.825905	79.518587	174.309775
hsa-miR-382-5p	14.95847	35.692726	14.65016	22.913812	27.068446	12.952406	34.004447	42.018336	24.319365	28.730092	38.717023	19.035749	39.063805	17.478506	17.310622	33.942719	17.401307	27.993913	9.543743	27.965213	25.529267	81.838145	21.931942	29.541174	20.410465	23.213132	3.444655	38.031378	25.52465	31.882521	6.825968	17.386838	5.858346	20.006602	14.320917	21.465634	29.860729	50.07878	40.335467	22.927185	35.200475	44.917334	22.822153	33.895941	34.066806	9.666337	35.293387	7.625942	52.399432	16.575604	29.71742	13.960816	10.664626	22.594236	15.159876	7.230899	29.83988	6.978349	42.192444	4.194079	22.127092	23.727782	21.889915	38.690073	20.758583	20.389103	17.351222	20.109393	7.383389	11.339747	13.068828	45.999651	14.008349	26.644411	10.82625	32.302383	20.48287	15.11734	20.692768	39.945417	13.304779	22.662354	52.736538	34.619622	21.383718	7.37298	29.520112	16.007494	22.677897	33.880268	58.717041	51.365551	141.541599	11.03257	64.049881	121.031896	21.259442	27.046214	53.750092	22.362478	24.373346	34.751348	26.963068	37.91346	26.106402	50.581719	11.417917	104.018686	26.383172	29.550278	37.449701	27.035558	42.249482	12.834659	16.255379	14.210632	12.944636	15.424027	23.055119	38.702293	59.64385	27.513536	17.502617	27.309537	18.739328	17.009447	17.21196	19.808946	26.76207	14.180693	20.225473	9.299278	18.053062	14.29123	31.062576	37.552095	29.966391	35.373714	40.869706	32.849167	10.877955	23.962901	64.810296	27.968844	47.582322	13.947969	19.264346	24.312728	39.921927	26.862151	19.80225	31.57158	86.109265	15.355933	15.474377	14.069396	219.23131	27.992677	9.255355	20.883272	62.77816	25.298529	18.410232	11.857545	22.507919	24.928806	20.470511	10.919603	27.603939	16.734062	12.874438	74.725452
hsa-miR-383-5p	0	0	1.077219	0	2.410955	0	0	0.267633	0	0	0.53037	0	0	0	5.770208	0	0	0	0	0.864903	0.58021	0	0.60922	0	0	0	0	0.452755	0	0	0.853246	0.790311	0.616668	0	0	0	0	0.944882	0	0	17.255136	0	0.285277	0.491246	4.514876	3.515032	0.735278	0	0.952716	0	0.632286	0	0.32317	0.213153	0	0	0.052443	0.258457	0	0	0	0	0	0.556692	0	0	0	0.091406	0	0.809982	0	0	0	0	0	0	0	0.458102	1.266904	0	0.146206	0.369495	0	0	0.085194	0.491532	1.321797	1.372071	9.766394	5.359591	21.820523	1.712184	6.528125	0.648975	9.309575	1.603071	6.311397	3.067097	0.853176	1.137075	5.908689	8.019542	0	3.317428	6.194739	1.7958	3.358211	5.943925	8.574533	6.566728	1.33749	1.755556	1.198566	12.83466	1.912397	3.739638	4.85424	2.721888	0	10.863801	0	2.05325	8.751308	3.799587	1.102313	5.197331	3.82488	5.353769	9.791	6.356864	6.404733	4.37613	3.10287	5.043963	6.110673	17.237027	1.536738	8.489691	7.152198	3.128492	4.53248	0.416746	17.690153	0.995333	2.482554	0	0.337971	0.675354	0.973705	0	0.682836	5.551045	2.918959	1.245075	0.186438	11.787871	6.369915	4.410423	3.085118	4.936046	4.271885	0	1.593191	0.948604	1.41263	0.162933	3.899145	0	2.73006	0.58716	0	4.763373
hsa-miR-3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	0.729682	0.903613	0.861776	1.213083	0.438355	0.256484	0.400052	0	0.240786	0	0.265185	1.001881	0.476388	0	0	0.565712	0	0.288597	0.561397	0	0.290105	0.505174	0.30461	0.38616	0	0	0	0	0	0.590417	1.706492	0	0.308334	0	0.511461	0.153326	0	0	2.444573	0	0.690205	0.541173	0.285277	0	0.410443	0	0	0	0.476358	0	0	0.362619	0.32317	0.426306	0	0.761147	0.524427	0.258457	0	0	0	1.581852	0.248749	0	0	1.315426	0.299159	0.365625	2.195062	0.404991	0	0	1.86778	0.475793	0.492102	0.301891	0.5819	0.458102	0	0.165749	0	0.98532	0.976602	0.40729	0.085194	1.474596	0.440599	0.914714	0.496596	0.382828	0	0	0	0.648974	0	0.801536	0	0.557654	0	0.75805	0	1.603908	0.518521	0.710877	0.884963	0.2993	0.671642	0.270178	0.43972	0	0	0	0.599284	0.337754	0	0.249309	0	0.907296	0	2.036963	0	0.41065	0.273478	0.237474	0.275578	0.236242	0.764976	0	0	0	0.337091	0	0	0.28022	0	0.615608	0.768369	2.122423	0	0	0	0.208373	0.402049	0.2986	0	0	0.337971	0	0.243426	0.455291	1.024254	0.34694	0.72974	0	0	0.380254	0	0.810078	0.514186	0.379696	0.371468	0.464194	0.885106	0.474302	0.753403	0.162933	0.324929	1.511945	0.60668	0.58716	2.5244	0.29771
